config,block,h,q0,p,r_fallback,sigma,silent_penalty,c_fail_mult,stream,price,policy,mean_tokens,rel_to_ours_noinflate,mean_final_library,mean_max_library,mean_n_compiles,mean_program_deaths,mean_silent_failures,mean_use_failures,mean_wasted_tax,mean_tax_share,mean_failed_attempts,mean_failed_tokens,cheapest_policy,best_vs_naive
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,autorpa_233k,offline_taxblind,6877646511.5,0.879221,,,,,,,,,,,always_reactive,0.869022
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,autorpa_233k,offline_opt_tax,7056592364.72,0.902097,,,,,,,,,,,always_reactive,0.869022
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,native,always_reactive,7373315056.0,1.13225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,native,always_compile_evict,6511828261.2,0.99996,14.8,28.5,5263.7,498.1,0.0,10039.6,3919.6,0.024,3688.1,53658166.9,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,native,ours_noinflate,6512089849.9,1.0,14.8,28.6,5257.9,497.8,0.0,10035.2,3915.5,0.024,3684.1,53599970.9,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,native,oracle_tax,7262300392.5,1.115203,44.0,44.3,403.4,75.7,0.0,1517.5,331.4,0.012,283.7,4127551.3,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,native,ours_spend_cap,6513060328.8,1.000149,14.8,28.6,5256.5,497.4,0.0,10024.5,3914.6,0.024,3683.2,53586876.8,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,native,ours_pi_prior,6514649092.8,1.000393,14.8,28.4,5190.5,495.7,0.0,9991.8,3868.2,0.023,3636.8,52911803.2,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,native,ours_both,6515563104.0,1.000533,14.8,28.4,5189.0,495.3,0.0,9980.7,3867.1,0.023,3635.9,52898709.1,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,native,breakeven,7335740674.4,1.12648,0.0,7.5,3903.9,53.5,0.0,1035.2,2734.4,0.006,2731.3,39737683.7,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,native,breakeven_cap,7335751699.4,1.126482,0.0,7.6,3903.1,53.5,0.0,1035.2,2734.0,0.006,2730.9,39731864.1,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,native,offline_taxblind,5923170256.269,0.909565,,,,,,,,,,,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,native,offline_opt_tax,5974309308.19,0.917418,,,,,,,,,,,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=2.08299,A_core,0.02,0.4,0.3,1.0,0.0,1.0,2.0829936590907905,bpi2019,autorpa_233k,always_reactive,19497801224.0,1.059819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,ours_noinflate,0.941595
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=2.08299,A_core,0.02,0.4,0.3,1.0,0.0,1.0,2.0829936590907905,bpi2019,autorpa_233k,always_compile_evict,19538429945.704,1.062028,89.7,141.1,18980.6,4427.9,0.0,92083.9,18770.5,0.126,13277.9,6444263090.908,ours_noinflate,0.941595
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=2.08299,A_core,0.02,0.4,0.3,1.0,0.0,1.0,2.0829936590907905,bpi2019,autorpa_233k,ours_noinflate,18397286159.275,1.0,73.2,110.2,14743.3,3821.8,0.0,79433.4,14619.1,0.1,10310.0,5003829857.678,ours_noinflate,0.941595
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=2.08299,A_core,0.02,0.4,0.3,1.0,0.0,1.0,2.0829936590907905,bpi2019,autorpa_233k,oracle_tax,19357172735.1,1.052175,24.1,35.9,887.4,238.5,0.0,4911.0,749.7,0.007,624.8,303238884.101,ours_noinflate,0.941595
